id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15
8080400136.0,20140620T000000,654000.0,3,3.25,1530,1565,2.0,0,0,3,8,1280,250,2005,0,47.6179,-122.312,1530,1381
9818700455.0,20140826T000000,518000.0,4,2.5,2320,4000,1.5,0,0,5,8,1510,810,1905,0,47.6048,-122.298,1490,4500
1120069059.0,20140918T000000,475000.0,3,1.5,1790,229125,2.0,0,3,3,7,1790,0,1987,0,47.2309,-122.009,1970,216928
65000210.0,20140626T000000,471000.0,2,1.75,1240,6417,1.0,0,0,5,7,1240,0,1924,0,47.5439,-122.379,1800,6417
2574900080.0,20140513T000000,1550000.0,5,3.25,3370,17458,1.0,0,2,5,10,2000,1370,1982,0,47.5591,-122.229,4240,15202
2797500030.0,20150211T000000,355000.0,3,1.0,1650,10075,1.0,0,0,3,7,1170,480,1955,0,47.7695,-122.359,1690,8125
4139450360.0,20140514T000000,950000.0,4,2.5,3320,7644,2.0,0,0,3,10,3320,0,1995,0,47.5541,-122.106,3320,9472
1446800995.0,20140805T000000,300000.0,3,2.5,2020,6628,1.0,0,0,4,7,1250,770,1963,0,47.4934,-122.332,1540,9995
5728000060.0,20140801T000000,605000.0,3,1.75,1850,8823,1.0,0,0,4,8,1370,480,1973,0,47.6379,-122.112,1880,7580
1352300520.0,20150113T000000,294000.0,3,3.0,1670,4120,1.5,0,0,3,7,1140,530,1929,2012,47.4881,-122.199,1010,4120
9413500350.0,20140707T000000,450000.0,3,1.75,1480,8394,1.0,0,0,4,8,1480,0,1971,0,47.6634,-122.144,1920,9184
1139000072.0,20150403T000000,325000.0,2,1.5,1180,834,3.0,0,0,3,8,1180,0,2009,0,47.7074,-122.356,1180,1207
4083305085.0,20140520T000000,1125000.0,6,3.0,2880,3192,2.0,0,0,4,8,2180,700,1919,0,47.6506,-122.332,1870,4533
1822069109.0,20140910T000000,485000.0,3,2.5,2540,51836,1.0,0,0,4,8,1820,720,1976,0,47.389,-122.088,1650,51836
4040700310.0,20140805T000000,416000.0,4,1.75,1980,7840,1.0,0,0,4,7,990,990,1961,0,47.6226,-122.115,1520,8400
1796370180.0,20150508T000000,260000.0,3,2.25,1610,7423,2.0,0,0,4,7,1610,0,1990,0,47.3713,-122.091,1530,8102
8682280270.0,20140903T000000,530000.0,2,2.5,1900,2983,2.0,0,0,3,8,1900,0,2006,0,47.7029,-122.015,1510,3876
7785350490.0,20141023T000000,675000.0,3,2.25,2770,15886,2.0,0,0,3,10,2770,0,1982,0,47.7464,-122.362,3290,15886
7853321260.0,20140908T000000,492000.0,4,2.5,2550,6382,2.0,0,0,3,7,2550,0,2007,0,47.5202,-121.87,2430,5900
7853361210.0,20150218T000000,400000.0,3,2.0,1650,5027,1.5,0,0,3,7,1650,0,2009,0,47.515,-121.874,2430,6000
6084600420.0,20140905T000000,245000.0,4,2.25,2190,9113,2.0,0,0,3,7,2190,0,1986,0,47.3241,-122.275,1570,8306
6600790210.0,20140716T000000,228000.0,2,1.0,1800,9236,1.0,0,0,3,7,1800,0,1954,0,47.3792,-122.198,1730,5701
2767800065.0,20150129T000000,429000.0,2,1.0,1010,5000,1.0,0,0,2,7,1010,0,1924,0,47.6715,-122.365,1410,5000
7461400400.0,20141103T000000,334000.0,5,1.75,2590,6720,1.0,0,0,4,7,1750,840,1979,0,47.435,-122.192,1820,7521
9477100490.0,20150424T000000,441500.0,3,1.75,1510,7700,1.0,0,0,3,7,1510,0,1968,0,47.7283,-122.194,1440,7416
6065300370.0,20150506T000000,4208000.0,5,6.0,7440,21540,2.0,0,0,3,12,5550,1890,2003,0,47.5692,-122.189,4740,19329
5035300871.0,20141014T000000,898000.0,2,2.25,2470,7658,1.0,0,0,4,8,1480,990,1954,0,47.653,-122.416,2070,7270
2770606890.0,20140807T000000,450000.0,4,1.75,1520,5250,1.0,0,0,3,6,1520,0,1949,0,47.6581,-122.39,1530,5250
3822200105.0,20140923T000000,380000.0,4,1.75,2030,12518,1.0,0,0,3,8,1610,420,1950,0,47.7278,-122.297,1650,7872
5309100515.0,20150120T000000,537000.0,4,1.75,1580,3635,1.0,0,0,4,7,790,790,1910,0,47.6795,-122.371,1190,3638
3449000300.0,20140609T000000,379000.0,4,1.5,2020,7560,1.0,0,0,4,7,2020,0,1960,0,47.502,-122.146,1410,8080
1223039235.0,,605000.0,5,2.75,2910,13332,2.0,0,0,4,8,2910,0,1940,1991,47.4977,-122.359,1760,8900
1021079099.0,20141106T000000,345000.0,3,2.5,1990,20466,1.5,0,0,4,8,1410,580,1987,0,47.3259,-121.896,1660,93393
8155760040.0,20141218T000000,213400.0,4,2.5,1680,6655,2.0,0,0,3,7,1680,0,2001,0,47.3867,-122.191,1680,6982
1853200080.0,20140619T000000,350000.0,2,1.0,1620,9205,1.0,0,0,5,6,850,770,1921,0,47.7119,-122.23,2460,5469
7129800036.0,20150114T000000,109000.0,2,0.5,580,6900,1.0,0,0,3,5,580,0,1941,0,47.5135,-122.262,1570,5040
2425059173.0,20150206T000000,750000.0,4,2.5,2540,6491,2.0,0,0,3,8,2540,0,1997,0,47.6363,-122.117,1990,8447
7197000100.0,20150108T000000,510000.0,4,3.25,1980,9988,1.0,0,0,3,8,1340,640,1980,0,47.6883,-122.111,1980,8972
3449820100.0,20141224T000000,535000.0,2,2.5,2730,7246,2.0,0,0,3,9,2730,0,1998,0,47.512,-122.175,3220,7214
7701990040.0,20140617T000000,840000.0,4,3.5,3860,18334,2.0,0,0,3,10,3120,740,1996,0,47.7095,-122.075,3550,18334
8024200010.0,20141028T000000,312000.0,2,1.0,1460,6000,1.0,0,0,2,7,1260,200,1925,0,47.7009,-122.317,1580,6380
7116500705.0,20150129T000000,156000.0,2,1.0,920,5889,1.0,0,0,4,6,920,0,1950,0,47.3012,-122.218,1210,6180
3260810580.0,20150417T000000,345000.0,3,2.75,2190,7258,2.0,0,0,3,8,2190,0,2000,0,47.3486,-122.301,2190,8645
8856003525.0,20150323T000000,183500.0,3,1.0,1010,7520,1.0,0,0,4,6,1010,0,1975,0,47.2699,-122.255,1370,8469
6600220550.0,20140626T000000,495000.0,3,1.75,1440,11787,1.0,0,0,3,8,1440,0,1983,0,47.6276,-122.033,2190,11787
2597490660.0,20140624T000000,639888.0,4,2.5,2050,2772,2.0,0,0,3,8,2050,0,2012,0,47.5421,-122.011,2050,2934
7852180530.0,20150403T000000,440000.0,3,2.5,1390,4997,2.0,0,0,3,7,1390,0,2004,0,47.5303,-121.855,2340,4125
106000395.0,20140624T000000,405000.0,3,1.0,1410,8053,1.0,0,0,4,7,1410,0,1951,0,47.704,-122.367,1170,8042
6624300110.0,20140623T000000,375000.0,4,2.5,1870,7471,2.0,0,0,3,8,1870,0,1990,0,47.4314,-122.204,2020,8912
8850000285.0,20140612T000000,350000.0,4,2.25,2300,4600,1.5,0,0,4,7,1340,960,1904,0,47.5895,-122.311,1540,3000
8078700020.0,20140603T000000,474900.0,3,2.25,1800,43647,1.0,0,0,4,8,1800,0,1976,0,47.7757,-122.132,2480,25608
3303980680.0,20150228T000000,997000.0,4,3.5,3430,13609,2.0,0,0,3,11,3430,0,2001,0,47.5196,-122.151,3880,11614
6666830170.0,20140811T000000,778983.0,4,2.5,2490,5647,2.0,0,0,3,8,2490,0,2014,0,47.7043,-122.114,2970,5450
1330900230.0,20150416T000000,630000.0,4,2.5,2330,31705,2.0,0,0,4,8,2330,0,1980,0,47.6471,-122.03,2460,36600
475000975.0,20140522T000000,492000.0,4,2.0,1640,5000,2.0,0,0,3,7,1640,0,1907,1983,47.6662,-122.365,1240,5000
6620400400.0,20140813T000000,309950.0,1,1.0,1120,11800,1.5,0,0,3,7,1120,0,1950,0,47.5123,-122.331,2330,9290
151000075.0,20150206T000000,856000.0,3,2.5,2160,3920,2.0,0,0,3,9,2160,0,2014,0,47.5762,-122.415,1500,4920
5490210670.0,20140822T000000,449950.0,4,2.5,2070,7312,1.0,0,0,4,7,1230,840,1977,0,47.6958,-122.12,1770,7668
6163900971.0,20140619T000000,352450.0,3,2.0,1430,6000,1.0,0,0,5,7,1430,0,1945,0,47.7564,-122.316,1630,6315
7202360760.0,20140711T000000,790000.0,4,2.5,3500,9198,2.0,0,0,3,9,3500,0,2004,0,47.6785,-122.025,3990,8598
6056100295.0,20140530T000000,330000.0,2,2.5,1240,1546,2.0,0,0,3,7,1240,0,2007,0,47.5634,-122.298,1520,2468
203100910.0,20140923T000000,475000.0,5,2.5,2300,28480,2.0,0,0,3,6,2300,0,1994,0,47.6403,-121.964,1880,26720
7254000050.0,20150224T000000,596000.0,3,2.5,1730,2631,2.0,0,0,3,8,1730,0,2001,0,47.5878,-122.165,1730,2751
1223059081.0,20150325T000000,480000.0,3,1.75,1960,43995,1.0,0,0,3,7,1960,0,1970,0,47.4915,-122.106,1960,42253
4309710250.0,20140505T000000,736500.0,4,2.5,3180,21904,2.0,0,3,3,9,3180,0,2000,0,47.515,-122.117,3715,29170
3585900665.0,20140606T000000,805000.0,5,2.5,4600,19831,1.0,0,3,3,9,2300,2300,1956,2015,47.7608,-122.378,2890,19831
4140090110.0,20140912T000000,512500.0,4,2.25,2200,6900,2.0,0,0,4,8,2200,0,1975,0,47.7682,-122.261,2400,6900
2112700240.0,20140520T000000,309000.0,3,1.0,1092,7500,1.5,0,0,3,6,1092,0,1918,0,47.5321,-122.354,930,4000
2329600280.0,20150202T000000,225900.0,3,1.0,1510,8800,1.0,0,0,4,7,1010,500,1963,0,47.329,-122.33,1290,8470
5317100570.0,20141215T000000,1250000.0,3,2.5,2070,4944,2.0,0,0,3,9,2070,0,1930,0,47.6256,-122.284,3300,6179
5393600509.0,20140702T000000,334500.0,2,1.5,830,1858,2.0,0,0,3,7,830,0,2005,0,47.5828,-122.314,1480,3030
2919201095.0,20150327T000000,540000.0,3,1.0,1270,3840,1.5,0,0,3,7,1270,0,1926,0,47.6896,-122.357,1270,4175
424069150.0,20150213T000000,607500.0,4,2.5,2460,45738,1.0,0,0,4,8,1650,810,1969,0,47.5952,-122.056,2550,32040
185000161.0,20141015T000000,261000.0,3,1.0,1780,7800,1.0,0,0,3,7,1060,720,1957,0,47.4932,-122.263,1450,7800
1450300050.0,20140723T000000,224950.0,4,2.5,2260,9686,1.0,0,0,4,7,1520,740,1965,0,47.286,-122.218,1750,9916
3644100086.0,20140505T000000,340000.0,2,1.5,1160,1438,2.0,0,0,3,7,1160,0,2001,0,47.5917,-122.295,1220,1740
6151800486.0,20140718T000000,260000.0,2,1.0,1270,19602,1.0,0,0,3,6,1270,0,1977,0,47.3375,-122.048,1270,17699
4340000080.0,20150327T000000,1450000.0,4,3.5,2820,7809,2.0,0,0,3,10,2820,0,1995,0,47.622,-122.195,2630,7904
8665900168.0,20141105T000000,635000.0,4,2.5,4260,36360,1.5,0,0,4,8,4100,160,1935,0,47.764,-122.302,2430,17888
3634100030.0,20150109T000000,270000.0,4,2.0,1830,5220,1.5,0,0,3,7,1830,0,1951,0,47.5331,-122.278,1760,5757
8029520250.0,20150318T000000,450000.0,3,2.5,3800,13071,2.0,0,0,3,10,2730,1070,1994,0,47.3076,-122.397,2980,11110
7524200330.0,20150316T000000,290000.0,4,2.0,1630,7618,1.5,0,0,3,7,1630,0,1967,0,47.3658,-122.317,1320,8774
2026049097.0,20141125T000000,431750.0,2,2.0,1400,10052,1.0,0,0,3,8,1400,0,1957,0,47.7262,-122.316,1400,8785
7524400250.0,20141124T000000,589950.0,3,2.0,2080,12094,2.0,0,0,4,8,2080,0,1982,0,47.7035,-122.164,2230,12204
6132600221.0,20140519T000000,367000.0,2,1.0,700,2334,1.0,0,0,3,7,700,0,1945,0,47.701,-122.39,2300,5000
7203220410.0,20140813T000000,790500.0,4,2.75,3350,5416,2.0,0,0,3,9,3350,0,2014,0,47.6849,-122.016,3625,5637
686530530.0,20140804T000000,570000.0,5,1.75,2510,9750,1.5,0,0,3,8,2510,0,1969,0,47.6635,-122.149,1900,9750
7227501170.0,20140626T000000,235867.0,4,2.0,1330,5926,1.0,0,0,4,5,1330,0,1942,0,47.496,-122.19,1150,5485
2397101270.0,20150126T000000,716000.0,3,2.0,1420,3600,1.5,0,0,4,7,1420,0,1904,0,47.6367,-122.364,1250,3600
5702330120.0,20140603T000000,222400.0,3,2.0,1200,9566,1.0,0,0,3,7,1200,0,1995,0,47.2649,-122.252,1590,9518
2770602265.0,20150224T000000,345000.0,3,2.0,1430,4200,1.0,0,0,4,7,830,600,1908,0,47.6462,-122.384,1540,5000
1508210230.0,20150428T000000,567000.0,3,2.25,1800,6875,1.0,0,0,4,8,1230,570,1974,0,47.6773,-122.11,1800,8749
5412200180.0,20150228T000000,285000.0,3,2.25,1840,6214,1.0,0,0,4,7,1270,570,1983,0,47.4043,-122.185,1840,6214
3076500830.0,20141029T000000,385195.0,1,1.0,710,6000,1.5,0,0,3,6,710,0,2015,0,47.5756,-122.316,1440,4800
1423400260.0,20150402T000000,273000.0,3,1.75,2050,9045,2.0,0,0,4,6,2050,0,1959,0,47.4572,-122.18,1200,9045
9161100795.0,20150506T000000,476900.0,3,1.0,1240,5758,1.5,0,0,4,6,960,280,1910,0,47.5675,-122.396,1460,5750
8677900120.0,20141121T000000,530000.0,3,2.75,2100,20150,1.0,0,0,4,7,2100,0,1955,0,47.7206,-122.248,2100,15500
5100401468.0,20140715T000000,448000.0,2,1.0,1110,5413,1.0,0,0,3,6,890,220,1937,0,47.6925,-122.32,1300,5413
514500235.0,20141020T000000,411100.0,3,1.5,1040,10323,1.0,0,0,4,7,1040,0,1958,0,47.5882,-122.155,1580,7200
511700170.0,20150505T000000,350000.0,4,2.25,1780,10416,1.0,0,0,5,7,1060,720,1963,0,47.4414,-122.189,1780,9975
2998300060.0,20140806T000000,672500.0,2,1.75,1860,5940,1.0,0,2,5,8,1020,840,1956,0,47.5751,-122.407,2130,5940
624110020.0,20140925T000000,730000.0,3,3.0,3460,13129,2.0,0,0,3,9,2560,900,1988,0,47.7315,-122.058,3460,12568
452001280.0,20140703T000000,529950.0,3,1.0,1240,5000,1.5,0,0,5,7,1240,0,1909,0,47.6755,-122.367,1240,4900
6413600290.0,20140509T000000,252500.0,3,1.0,1030,6127,1.0,0,0,3,7,880,150,1947,0,47.7192,-122.32,1610,6127
1320069271.0,20140612T000000,342500.0,3,2.0,2080,11375,1.0,0,0,3,8,2080,0,2002,0,47.214,-121.993,1080,12899
1226059101.0,20140701T000000,502000.0,3,2.25,1600,45613,2.0,0,0,4,8,1600,0,1983,0,47.7523,-122.117,2320,43005
4058801575.0,20141217T000000,415000.0,4,1.75,2230,9625,1.0,0,4,3,8,1180,1050,1955,0,47.508,-122.244,2300,8211
13002460.0,20150318T000000,205000.0,2,1.75,1740,5100,1.0,0,0,3,6,580,1160,1915,0,47.5211,-122.33,1440,5100
2258500045.0,20140923T000000,317500.0,2,1.0,1000,5120,1.0,0,0,3,6,1000,0,1902,0,47.6088,-122.307,1940,4300
2560800165.0,20150316T000000,180500.0,2,1.0,850,5000,1.0,0,0,3,6,850,0,1976,0,47.3817,-122.314,1160,5000
1646500810.0,20140919T000000,625000.0,2,1.75,1460,1500,2.0,0,0,3,8,1000,460,2008,0,47.6853,-122.356,1440,4120
2114700190.0,20141212T000000,385000.0,4,3.25,1790,2460,2.0,0,0,4,7,1100,690,2000,0,47.534,-122.346,1260,4040
8718500075.0,20141117T000000,396000.0,3,1.5,1300,8280,1.0,0,0,5,7,1300,0,1956,0,47.7403,-122.256,1570,8692
1760650950.0,20150423T000000,309000.0,3,2.5,1950,3825,2.0,0,0,3,7,1950,0,2013,0,47.3588,-122.082,1950,3825
7899800120.0,20140820T000000,294350.0,3,1.0,1410,5120,1.5,0,0,3,6,1210,200,1925,0,47.5238,-122.355,1330,5120
4113800500.0,20150212T000000,572500.0,3,2.5,2490,7589,2.0,0,0,3,9,2490,0,1991,0,47.5355,-122.179,2500,10386
1041500020.0,20140908T000000,657000.0,4,2.75,3060,35380,1.0,0,0,3,9,1810,1250,1982,0,47.6198,-122.038,1980,10425
9202000080.0,20140707T000000,215000.0,3,1.0,960,9563,1.0,0,0,5,7,960,0,1967,0,47.2864,-122.357,1280,9600
2473002060.0,20140519T000000,442500.0,3,1.75,1800,10200,1.0,0,0,3,8,1800,0,1967,0,47.4496,-122.146,2140,10128
3650100105.0,20140926T000000,392500.0,2,1.0,1050,4125,1.0,0,0,4,7,1050,0,1909,0,47.5736,-122.307,1650,4125
1432701230.0,20140729T000000,309000.0,3,1.0,1280,9656,1.0,0,0,4,6,920,360,1959,0,47.4485,-122.175,1340,8808
5112800291.0,20140924T000000,460000.0,3,2.5,2390,47480,2.0,0,0,3,9,2390,0,2007,0,47.4517,-122.084,1720,44866
2473350710.0,20141027T000000,390000.0,4,1.75,2330,8364,1.0,0,0,4,8,2330,0,1968,0,47.4568,-122.146,2180,9630
7518502030.0,20141117T000000,410000.0,4,2.0,1900,5100,1.0,0,0,3,6,950,950,1914,1973,47.6767,-122.38,1230,5100
7792000025.0,20150211T000000,340000.0,3,1.0,3180,27586,1.0,0,0,3,8,1400,1780,1969,0,47.1986,-121.967,2180,27586
8901000143.0,20141125T000000,500000.0,4,4.5,2690,7350,1.5,0,0,5,7,2690,0,1949,0,47.7062,-122.311,1660,9000
7454000145.0,20150306T000000,122000.0,2,1.0,740,6840,1.0,0,0,3,6,740,0,1942,0,47.5168,-122.373,740,6840
2817850290.0,20141201T000000,258000.0,3,2.0,1790,7879,1.5,0,0,3,7,1790,0,1998,0,47.2634,-122.289,1790,7879
1421069123.0,20140909T000000,214000.0,3,1.0,1020,9147,1.0,0,0,4,6,1020,0,1900,1965,47.3127,-122.002,1600,9700
1437500035.0,20141010T000000,155000.0,2,1.0,1010,43056,1.5,0,0,3,5,1010,0,1990,0,47.7105,-121.316,830,18297
148000590.0,20140731T000000,725000.0,4,2.75,2440,7042,1.5,0,2,4,7,1640,800,1941,0,47.5731,-122.408,2170,7900
1868900395.0,20140902T000000,500000.0,2,1.0,930,3750,1.0,0,0,4,7,930,0,1909,0,47.6733,-122.296,1740,4300
1186000065.0,20150416T000000,1000000.0,3,3.0,2880,3750,2.0,0,0,3,9,2220,660,1909,1991,47.6155,-122.29,1910,4000
8946700100.0,20141208T000000,408500.0,4,2.5,2720,7043,2.0,0,0,3,9,2720,0,2003,0,47.3315,-122.169,2640,6958
8651410330.0,20150306T000000,215150.0,3,1.0,920,4770,1.0,0,0,4,6,920,0,1969,0,47.3654,-122.082,920,4770
4310701330.0,20150309T000000,415000.0,3,1.5,1220,835,1.5,0,0,4,6,1220,0,1950,0,47.6981,-122.341,1360,1251
3275850020.0,20150413T000000,781000.0,4,2.5,2590,8571,2.0,0,0,3,9,2590,0,1988,0,47.691,-122.105,2360,8155
3876300600.0,20141212T000000,371000.0,4,1.75,1610,11305,1.0,0,0,3,7,1610,0,1968,0,47.727,-122.176,1870,11850
3626039028.0,20140818T000000,417500.0,3,1.0,1160,7491,1.0,0,0,4,6,1160,0,1917,0,47.7024,-122.359,1800,2267
8562780280.0,20150220T000000,331000.0,2,2.25,1240,720,2.0,0,0,3,7,1150,90,2008,0,47.5322,-122.072,1260,810
7853420100.0,20140623T000000,633634.0,4,3.5,2960,6000,2.0,0,0,3,9,2960,0,2014,0,47.5183,-121.886,2960,6000
2126049032.0,20140905T000000,375000.0,3,1.75,1330,9417,1.0,0,0,5,6,710,620,1936,0,47.7231,-122.301,1690,7937
2254501620.0,20150409T000000,500000.0,2,1.0,930,3200,1.0,0,0,3,7,930,0,1904,0,47.609,-122.314,1690,3840
8948500025.0,20150425T000000,380000.0,4,2.5,2400,9398,1.0,0,0,4,7,1310,1090,1958,0,47.4952,-122.178,1330,8249
9297301495.0,20150203T000000,440000.0,3,2.5,2160,3738,2.0,0,0,3,8,2160,0,1994,0,47.5661,-122.375,1500,4000
7140700850.0,20150326T000000,350000.0,4,2.5,2560,5428,2.0,0,0,3,8,2560,0,2012,0,47.3835,-122.095,2620,5428
7942601805.0,20140911T000000,618000.0,3,2.5,2340,3630,2.0,0,0,3,9,2340,0,1998,0,47.6059,-122.307,1820,5120
8662500350.0,20140620T000000,282000.0,4,2.0,1890,6302,2.0,0,0,3,7,1890,0,1997,0,47.3846,-122.205,1690,5369
726049213.0,20150320T000000,410000.0,4,1.75,2320,7500,1.0,0,0,3,7,1220,1100,1955,0,47.7574,-122.343,2230,7500
7574000080.0,20150401T000000,355500.0,5,2.0,2360,19899,1.0,0,0,4,7,2360,0,1968,0,47.3299,-122.046,1860,19998
9382200121.0,20140718T000000,187300.0,2,1.0,1310,7697,1.0,0,0,3,6,850,460,1950,0,47.4982,-122.348,1270,6410
9283800050.0,20140819T000000,575000.0,2,1.5,1750,19709,1.5,0,0,4,8,1440,310,1978,0,47.3351,-122.044,1950,21075
2799800750.0,20150416T000000,300000.0,4,2.5,2500,4750,2.0,0,0,3,8,2500,0,2003,0,47.3666,-122.122,2690,4750
9290850810.0,20140613T000000,950000.0,4,2.5,3770,35081,2.0,0,0,3,10,3770,0,1989,0,47.6908,-122.051,4000,35492
8901001290.0,20140903T000000,477000.0,4,1.5,1380,7800,1.0,0,0,3,7,1080,300,1928,0,47.7093,-122.306,1770,7503
3298201170.0,20141110T000000,350000.0,3,1.0,940,7811,1.0,0,0,3,6,940,0,1959,0,47.6195,-122.118,1180,7490
8562770350.0,20141206T000000,615000.0,3,3.5,2710,3326,2.0,0,0,3,8,1650,1060,2005,0,47.5371,-122.073,2280,2738
6865200444.0,20140505T000000,531000.0,2,3.0,1270,1175,2.0,0,0,3,8,1110,160,2000,0,47.6634,-122.34,1290,1800
6071600340.0,20141113T000000,472800.0,3,2.25,1840,8400,1.0,0,0,3,8,1290,550,1961,0,47.5497,-122.172,2110,8400
3579000010.0,20140814T000000,428040.0,3,2.5,2150,9266,2.0,0,0,3,8,2150,0,1988,0,47.7445,-122.248,2150,12550
3904930410.0,20141028T000000,424000.0,3,2.0,1330,5632,1.0,0,0,3,8,1330,0,1988,0,47.5745,-122.017,1900,4842
7796450340.0,20141205T000000,330000.0,4,2.5,2980,5674,2.0,0,0,3,8,2980,0,2003,0,47.277,-122.347,2610,5495
7548300441.0,20140507T000000,300000.0,2,1.0,760,3001,1.0,0,0,3,6,760,0,1913,0,47.5874,-122.311,1750,5000
9297300255.0,20140716T000000,565000.0,3,3.0,2110,4000,1.0,0,2,4,7,1110,1000,1965,0,47.5696,-122.375,1730,4000
9126100850.0,20141120T000000,534000.0,5,2.0,2280,3600,2.0,0,0,3,7,2280,0,1992,0,47.6056,-122.305,1740,1800
3630120480.0,20140602T000000,653000.0,3,2.5,2290,3475,2.0,0,0,3,9,2290,0,2006,0,47.5551,-122.001,2340,3626
1721801010.0,20140903T000000,225000.0,3,1.0,1790,6120,1.0,0,0,3,6,1790,0,1937,1964,47.508,-122.337,830,6120
7625700020.0,20140929T000000,340000.0,1,1.0,640,4800,1.0,0,0,3,6,640,0,1918,0,47.5551,-122.382,1250,2847
986000045.0,20141007T000000,240000.0,4,1.75,2020,10332,1.0,0,0,3,7,1010,1010,1954,0,47.5059,-122.303,2240,8379
9551201585.0,20140701T000000,1297000.0,6,2.75,2630,9420,2.0,0,0,5,9,2510,120,1900,0,47.6695,-122.337,1540,4969
11520200.0,20141015T000000,750000.0,4,2.5,3020,13122,2.0,0,0,3,9,2540,480,1997,0,47.6989,-122.111,3020,10873
7518504291.0,20141215T000000,535000.0,2,1.0,1520,3360,1.0,0,0,4,7,830,690,1927,0,47.6815,-122.382,1470,3774
1402100070.0,20140801T000000,335500.0,5,3.0,2240,19090,1.0,0,0,4,8,1700,540,1968,0,47.4416,-122.149,2280,20000
5104520460.0,20150317T000000,399950.0,4,2.5,2350,5100,2.0,0,0,3,8,2350,0,2003,0,47.3507,-122.007,2190,5100
740500040.0,20141001T000000,265000.0,4,1.0,1860,8505,1.0,0,0,4,7,1860,0,1955,0,47.4406,-122.194,1560,8505
9526500080.0,20140729T000000,337000.0,4,2.0,1590,8779,1.0,0,0,3,8,1590,0,2001,0,47.7408,-121.974,2090,9600
6672900220.0,20150112T000000,984000.0,4,2.25,2390,12292,1.0,0,0,5,9,2390,0,1962,0,47.5528,-122.221,2870,12337
