Country,City,Date,Year,Month,Day,Temp,DayOfYear
The Netherlands,Amsterdam,1995-01-20,1995,1,20,8.0,20
The Netherlands,Amsterdam,1995-01-21,1995,1,21,5.666666666666668,21
The Netherlands,Amsterdam,1995-01-22,1995,1,22,6.722222222222223,22
The Netherlands,Amsterdam,1995-01-23,1995,1,23,6.611111111111111,23
The Netherlands,Amsterdam,1995-01-24,1995,1,24,6.333333333333332,24
The Netherlands,Amsterdam,1995-01-25,1995,1,25,5.0,25
The Netherlands,Amsterdam,1995-01-26,1995,1,26,8.055555555555555,26
The Netherlands,Amsterdam,1995-01-27,1995,1,27,2.999999999999999,27
The Netherlands,Amsterdam,1995-01-28,1995,1,28,8.444444444444446,28
The Netherlands,Amsterdam,1995-01-29,1995,1,29,7.777777777777778,29
The Netherlands,Amsterdam,1995-01-30,1995,1,30,3.3888888888888897,30
The Netherlands,Amsterdam,1995-01-31,1995,1,31,3.611111111111111,31
The Netherlands,Amsterdam,1996-01-01,1996,1,1,-1.722222222222223,1
The Netherlands,Amsterdam,1996-01-02,1996,1,2,-2.111111111111112,2
The Netherlands,Amsterdam,1996-01-03,1996,1,3,-1.4444444444444453,3
The Netherlands,Amsterdam,1996-01-04,1996,1,4,0.2222222222222214,4
The Netherlands,Amsterdam,1996-01-05,1996,1,5,-0.944444444444444,5
The Netherlands,Amsterdam,1996-01-06,1996,1,6,-3.111111111111112,6
The Netherlands,Amsterdam,1996-01-07,1996,1,7,2.8888888888888906,7
The Netherlands,Amsterdam,1996-01-08,1996,1,8,4.944444444444444,8
The Netherlands,Amsterdam,1996-01-09,1996,1,9,5.1111111111111125,9
The Netherlands,Amsterdam,1996-01-10,1996,1,10,5.166666666666665,10
The Netherlands,Amsterdam,1996-01-11,1996,1,11,6.388888888888889,11
The Netherlands,Amsterdam,1996-01-12,1996,1,12,8.61111111111111,12
The Netherlands,Amsterdam,1996-01-13,1996,1,13,7.833333333333333,13
The Netherlands,Amsterdam,1996-01-14,1996,1,14,5.38888888888889,14
The Netherlands,Amsterdam,1996-01-15,1996,1,15,2.944444444444443,15
The Netherlands,Amsterdam,1996-01-16,1996,1,16,2.055555555555557,16
The Netherlands,Amsterdam,1996-01-17,1996,1,17,0.9999999999999984,17
The Netherlands,Amsterdam,1996-01-18,1996,1,18,-0.7222222222222227,18
The Netherlands,Amsterdam,1996-01-19,1996,1,19,-1.6111111111111105,19
The Netherlands,Amsterdam,1996-01-20,1996,1,20,-0.944444444444444,20
The Netherlands,Amsterdam,1996-01-21,1996,1,21,-1.1666666666666674,21
The Netherlands,Amsterdam,1996-01-22,1996,1,22,-1.3333333333333326,22
The Netherlands,Amsterdam,1996-01-23,1996,1,23,-4.333333333333333,23
The Netherlands,Amsterdam,1996-01-24,1996,1,24,-4.111111111111111,24
The Netherlands,Amsterdam,1996-01-25,1996,1,25,-7.666666666666667,25
The Netherlands,Amsterdam,1996-01-26,1996,1,26,-9.166666666666666,26
The Netherlands,Amsterdam,1996-01-27,1996,1,27,-6.222222222222222,27
The Netherlands,Amsterdam,1996-01-28,1996,1,28,-5.388888888888889,28
The Netherlands,Amsterdam,1996-01-29,1996,1,29,-3.611111111111111,29
The Netherlands,Amsterdam,1996-01-30,1996,1,30,-3.055555555555556,30
The Netherlands,Amsterdam,1996-01-31,1996,1,31,-2.9444444444444446,31
The Netherlands,Amsterdam,1997-01-01,1997,1,1,-9.555555555555555,1
The Netherlands,Amsterdam,1997-01-02,1997,1,2,-11.0,2
The Netherlands,Amsterdam,1997-01-03,1997,1,3,-7.388888888888889,3
The Netherlands,Amsterdam,1997-01-04,1997,1,4,-3.888888888888889,4
The Netherlands,Amsterdam,1997-01-05,1997,1,5,-5.0,5
The Netherlands,Amsterdam,1997-01-06,1997,1,6,-7.111111111111111,6
The Netherlands,Amsterdam,1997-01-07,1997,1,7,-4.777777777777779,7
The Netherlands,Amsterdam,1997-01-08,1997,1,8,-6.833333333333333,8
The Netherlands,Amsterdam,1997-01-09,1997,1,9,-6.611111111111111,9
The Netherlands,Amsterdam,1997-01-10,1997,1,10,-3.555555555555555,10
The Netherlands,Amsterdam,1997-01-11,1997,1,11,-3.444444444444444,11
The Netherlands,Amsterdam,1997-01-12,1997,1,12,-0.3888888888888885,12
The Netherlands,Amsterdam,1997-01-13,1997,1,13,2.6111111111111125,13
The Netherlands,Amsterdam,1997-01-14,1997,1,14,1.722222222222223,14
The Netherlands,Amsterdam,1997-01-15,1997,1,15,-0.4999999999999992,15
The Netherlands,Amsterdam,1997-01-16,1997,1,16,0.2222222222222214,16
The Netherlands,Amsterdam,1997-01-17,1997,1,17,2.444444444444444,17
The Netherlands,Amsterdam,1997-01-18,1997,1,18,4.222222222222223,18
The Netherlands,Amsterdam,1997-01-19,1997,1,19,2.8888888888888906,19
The Netherlands,Amsterdam,1997-01-20,1997,1,20,2.3888888888888875,20
The Netherlands,Amsterdam,1997-01-21,1997,1,21,0.777777777777777,21
The Netherlands,Amsterdam,1997-01-22,1997,1,22,4.444444444444445,22
The Netherlands,Amsterdam,1997-01-23,1997,1,23,4.555555555555557,23
The Netherlands,Amsterdam,1997-01-24,1997,1,24,2.944444444444443,24
The Netherlands,Amsterdam,1997-01-25,1997,1,25,1.3888888888888888,25
The Netherlands,Amsterdam,1997-01-26,1997,1,26,0.0555555555555563,26
The Netherlands,Amsterdam,1997-01-27,1997,1,27,-1.1666666666666674,27
The Netherlands,Amsterdam,1997-01-28,1997,1,28,1.9444444444444444,28
The Netherlands,Amsterdam,1997-01-29,1997,1,29,2.7777777777777777,29
The Netherlands,Amsterdam,1997-01-30,1997,1,30,2.833333333333334,30
The Netherlands,Amsterdam,1997-01-31,1997,1,31,2.833333333333334,31
The Netherlands,Amsterdam,1998-01-01,1998,1,1,5.0,1
The Netherlands,Amsterdam,1998-01-02,1998,1,2,7.722222222222222,2
The Netherlands,Amsterdam,1998-01-03,1998,1,3,7.722222222222222,3
The Netherlands,Amsterdam,1998-01-04,1998,1,4,6.888888888888888,4
The Netherlands,Amsterdam,1998-01-05,1998,1,5,6.277777777777776,5
The Netherlands,Amsterdam,1998-01-06,1998,1,6,6.611111111111111,6
The Netherlands,Amsterdam,1998-01-07,1998,1,7,9.055555555555554,7
The Netherlands,Amsterdam,1998-01-08,1998,1,8,9.444444444444445,8
The Netherlands,Amsterdam,1998-01-09,1998,1,9,10.944444444444446,9
The Netherlands,Amsterdam,1998-01-10,1998,1,10,7.5,10
The Netherlands,Amsterdam,1998-01-11,1998,1,11,5.611111111111112,11
The Netherlands,Amsterdam,1998-01-12,1998,1,12,6.888888888888888,12
The Netherlands,Amsterdam,1998-01-13,1998,1,13,7.555555555555555,13
The Netherlands,Amsterdam,1998-01-14,1998,1,14,8.555555555555555,14
The Netherlands,Amsterdam,1998-01-15,1998,1,15,7.055555555555557,15
The Netherlands,Amsterdam,1998-01-16,1998,1,16,6.833333333333332,16
The Netherlands,Amsterdam,1998-01-17,1998,1,17,6.666666666666667,17
The Netherlands,Amsterdam,1998-01-18,1998,1,18,5.277777777777778,18
The Netherlands,Amsterdam,1998-01-19,1998,1,19,5.499999999999999,19
The Netherlands,Amsterdam,1998-01-20,1998,1,20,3.6666666666666674,20
The Netherlands,Amsterdam,1998-01-21,1998,1,21,0.3333333333333341,21
The Netherlands,Amsterdam,1998-01-22,1998,1,22,-1.3333333333333326,22
The Netherlands,Amsterdam,1998-01-23,1998,1,23,0.1111111111111126,23
The Netherlands,Amsterdam,1998-01-24,1998,1,24,2.722222222222221,24
The Netherlands,Amsterdam,1998-01-25,1998,1,25,1.6111111111111105,25
The Netherlands,Amsterdam,1998-01-26,1998,1,26,-0.1111111111111107,26
The Netherlands,Amsterdam,1998-01-27,1998,1,27,0.5555555555555556,27
The Netherlands,Amsterdam,1998-01-28,1998,1,28,3.8333333333333326,28
The Netherlands,Amsterdam,1998-01-29,1998,1,29,4.111111111111111,29
The Netherlands,Amsterdam,1998-01-30,1998,1,30,4.388888888888888,30
The Netherlands,Amsterdam,1998-01-31,1998,1,31,0.1111111111111126,31
The Netherlands,Amsterdam,1999-01-01,1999,1,1,6.277777777777776,1
The Netherlands,Amsterdam,1999-01-02,1999,1,2,6.4444444444444455,2
The Netherlands,Amsterdam,1999-01-03,1999,1,3,5.499999999999999,3
The Netherlands,Amsterdam,1999-01-04,1999,1,4,9.944444444444445,4
The Netherlands,Amsterdam,1999-01-05,1999,1,5,11.222222222222223,5
The Netherlands,Amsterdam,1999-01-06,1999,1,6,9.944444444444445,6
The Netherlands,Amsterdam,1999-01-07,1999,1,7,7.277777777777778,7
The Netherlands,Amsterdam,1999-01-08,1999,1,8,5.944444444444446,8
The Netherlands,Amsterdam,1999-01-09,1999,1,9,1.888888888888888,9
The Netherlands,Amsterdam,1999-01-10,1999,1,10,-72.77777777777777,10
The Netherlands,Amsterdam,1999-01-11,1999,1,11,-0.944444444444444,11
The Netherlands,Amsterdam,1999-01-12,1999,1,12,0.2777777777777778,12
The Netherlands,Amsterdam,1999-01-13,1999,1,13,4.055555555555554,13
The Netherlands,Amsterdam,1999-01-14,1999,1,14,6.555555555555554,14
The Netherlands,Amsterdam,1999-01-15,1999,1,15,8.38888888888889,15
The Netherlands,Amsterdam,1999-01-16,1999,1,16,8.0,16
The Netherlands,Amsterdam,1999-01-17,1999,1,17,5.333333333333334,17
The Netherlands,Amsterdam,1999-01-18,1999,1,18,4.777777777777779,18
The Netherlands,Amsterdam,1999-01-19,1999,1,19,7.722222222222222,19
The Netherlands,Amsterdam,1999-01-20,1999,1,20,10.0,20
The Netherlands,Amsterdam,1999-01-21,1999,1,21,7.833333333333333,21
The Netherlands,Amsterdam,1999-01-22,1999,1,22,1.9444444444444444,22
The Netherlands,Amsterdam,1999-01-23,1999,1,23,3.277777777777777,23
The Netherlands,Amsterdam,1999-01-24,1999,1,24,7.5,24
The Netherlands,Amsterdam,1999-01-25,1999,1,25,10.333333333333334,25
The Netherlands,Amsterdam,1999-01-26,1999,1,26,6.0555555555555545,26
The Netherlands,Amsterdam,1999-01-27,1999,1,27,5.444444444444443,27
The Netherlands,Amsterdam,1999-01-28,1999,1,28,5.555555555555555,28
The Netherlands,Amsterdam,1999-01-29,1999,1,29,0.2777777777777778,29
The Netherlands,Amsterdam,1999-01-30,1999,1,30,-0.944444444444444,30
The Netherlands,Amsterdam,1999-01-31,1999,1,31,2.833333333333334,31
The Netherlands,Amsterdam,2000-01-01,2000,1,1,6.388888888888889,1
The Netherlands,Amsterdam,2000-01-02,2000,1,2,7.166666666666667,2
The Netherlands,Amsterdam,2000-01-03,2000,1,3,8.666666666666666,3
The Netherlands,Amsterdam,2000-01-04,2000,1,4,5.999999999999998,4
The Netherlands,Amsterdam,2000-01-05,2000,1,5,4.61111111111111,5
The Netherlands,Amsterdam,2000-01-06,2000,1,6,7.11111111111111,6
The Netherlands,Amsterdam,2000-01-07,2000,1,7,5.777777777777777,7
The Netherlands,Amsterdam,2000-01-08,2000,1,8,6.0555555555555545,8
The Netherlands,Amsterdam,2000-01-09,2000,1,9,3.111111111111112,9
The Netherlands,Amsterdam,2000-01-10,2000,1,10,1.722222222222223,10
The Netherlands,Amsterdam,2000-01-11,2000,1,11,3.333333333333333,11
The Netherlands,Amsterdam,2000-01-12,2000,1,12,1.0555555555555547,12
The Netherlands,Amsterdam,2000-01-13,2000,1,13,1.3888888888888888,13
The Netherlands,Amsterdam,2000-01-14,2000,1,14,3.3888888888888897,14
The Netherlands,Amsterdam,2000-01-15,2000,1,15,3.2222222222222205,15
The Netherlands,Amsterdam,2000-01-16,2000,1,16,5.666666666666668,16
The Netherlands,Amsterdam,2000-01-17,2000,1,17,6.833333333333332,17
The Netherlands,Amsterdam,2000-01-18,2000,1,18,6.833333333333332,18
The Netherlands,Amsterdam,2000-01-19,2000,1,19,4.500000000000001,19
The Netherlands,Amsterdam,2000-01-20,2000,1,20,5.611111111111112,20
The Netherlands,Amsterdam,2000-01-21,2000,1,21,5.944444444444446,21
The Netherlands,Amsterdam,2000-01-22,2000,1,22,5.166666666666665,22
The Netherlands,Amsterdam,2000-01-23,2000,1,23,2.055555555555557,23
The Netherlands,Amsterdam,2000-01-24,2000,1,24,-1.3888888888888888,24
The Netherlands,Amsterdam,2000-01-25,2000,1,25,1.4444444444444453,25
The Netherlands,Amsterdam,2000-01-26,2000,1,26,3.888888888888889,26
The Netherlands,Amsterdam,2000-01-27,2000,1,27,4.388888888888888,27
The Netherlands,Amsterdam,2000-01-28,2000,1,28,5.1111111111111125,28
The Netherlands,Amsterdam,2000-01-29,2000,1,29,8.777777777777777,29
The Netherlands,Amsterdam,2000-01-30,2000,1,30,8.722222222222223,30
The Netherlands,Amsterdam,2000-01-31,2000,1,31,9.055555555555554,31
The Netherlands,Amsterdam,2001-01-01,2001,1,1,3.4999999999999982,1
The Netherlands,Amsterdam,2001-01-02,2001,1,2,8.333333333333334,2
The Netherlands,Amsterdam,2001-01-03,2001,1,3,7.000000000000001,3
The Netherlands,Amsterdam,2001-01-04,2001,1,4,7.722222222222222,4
The Netherlands,Amsterdam,2001-01-05,2001,1,5,7.666666666666665,5
The Netherlands,Amsterdam,2001-01-06,2001,1,6,6.222222222222224,6
The Netherlands,Amsterdam,2001-01-07,2001,1,7,5.555555555555555,7
The Netherlands,Amsterdam,2001-01-08,2001,1,8,4.444444444444445,8
The Netherlands,Amsterdam,2001-01-09,2001,1,9,4.27777777777778,9
The Netherlands,Amsterdam,2001-01-10,2001,1,10,3.333333333333333,10
The Netherlands,Amsterdam,2001-01-11,2001,1,11,1.9444444444444444,11
The Netherlands,Amsterdam,2001-01-12,2001,1,12,1.4444444444444453,12
The Netherlands,Amsterdam,2001-01-13,2001,1,13,0.3888888888888904,13
The Netherlands,Amsterdam,2001-01-14,2001,1,14,-0.2222222222222214,14
The Netherlands,Amsterdam,2001-01-15,2001,1,15,-1.277777777777778,15
The Netherlands,Amsterdam,2001-01-16,2001,1,16,-2.055555555555556,16
The Netherlands,Amsterdam,2001-01-17,2001,1,17,-3.555555555555555,17
The Netherlands,Amsterdam,2001-01-18,2001,1,18,-2.9444444444444446,18
The Netherlands,Amsterdam,2001-01-19,2001,1,19,-0.4999999999999992,19
The Netherlands,Amsterdam,2001-01-20,2001,1,20,0.3888888888888904,20
The Netherlands,Amsterdam,2001-01-21,2001,1,21,0.2777777777777778,21
The Netherlands,Amsterdam,2001-01-22,2001,1,22,2.3888888888888875,22
The Netherlands,Amsterdam,2001-01-23,2001,1,23,6.222222222222224,23
The Netherlands,Amsterdam,2001-01-24,2001,1,24,8.444444444444446,24
The Netherlands,Amsterdam,2001-01-25,2001,1,25,5.7222222222222205,25
The Netherlands,Amsterdam,2001-01-26,2001,1,26,4.61111111111111,26
The Netherlands,Amsterdam,2001-01-27,2001,1,27,4.444444444444445,27
The Netherlands,Amsterdam,2001-01-28,2001,1,28,5.222222222222221,28
The Netherlands,Amsterdam,2001-01-29,2001,1,29,3.2222222222222205,29
The Netherlands,Amsterdam,2001-01-30,2001,1,30,2.722222222222221,30
The Netherlands,Amsterdam,2001-01-31,2001,1,31,1.5000000000000016,31
The Netherlands,Amsterdam,2002-01-01,2002,1,1,0.944444444444446,1
The Netherlands,Amsterdam,2002-01-02,2002,1,2,-1.1111111111111112,2
The Netherlands,Amsterdam,2002-01-03,2002,1,3,-1.4999999999999996,3
The Netherlands,Amsterdam,2002-01-04,2002,1,4,-3.111111111111112,4
The Netherlands,Amsterdam,2002-01-05,2002,1,5,-1.3333333333333326,5
The Netherlands,Amsterdam,2002-01-06,2002,1,6,2.333333333333335,6
The Netherlands,Amsterdam,2002-01-07,2002,1,7,2.555555555555556,7
The Netherlands,Amsterdam,2002-01-08,2002,1,8,1.888888888888888,8
The Netherlands,Amsterdam,2002-01-09,2002,1,9,-0.166666666666667,9
The Netherlands,Amsterdam,2002-01-10,2002,1,10,0.0555555555555563,10
The Netherlands,Amsterdam,2002-01-11,2002,1,11,2.6111111111111125,11
The Netherlands,Amsterdam,2002-01-12,2002,1,12,3.333333333333333,12
The Netherlands,Amsterdam,2002-01-13,2002,1,13,2.555555555555556,13
The Netherlands,Amsterdam,2002-01-14,2002,1,14,3.8333333333333326,14
The Netherlands,Amsterdam,2002-01-15,2002,1,15,4.222222222222223,15
The Netherlands,Amsterdam,2002-01-16,2002,1,16,4.222222222222223,16
The Netherlands,Amsterdam,2002-01-17,2002,1,17,5.611111111111112,17
The Netherlands,Amsterdam,2002-01-18,2002,1,18,5.0,18
The Netherlands,Amsterdam,2002-01-19,2002,1,19,7.055555555555557,19
The Netherlands,Amsterdam,2002-01-20,2002,1,20,8.11111111111111,20
The Netherlands,Amsterdam,2002-01-21,2002,1,21,10.055555555555555,21
The Netherlands,Amsterdam,2002-01-22,2002,1,22,7.611111111111112,22
The Netherlands,Amsterdam,2002-01-23,2002,1,23,7.000000000000001,23
The Netherlands,Amsterdam,2002-01-24,2002,1,24,8.38888888888889,24
The Netherlands,Amsterdam,2002-01-25,2002,1,25,5.222222222222221,25
The Netherlands,Amsterdam,2002-01-26,2002,1,26,9.944444444444445,26
The Netherlands,Amsterdam,2002-01-27,2002,1,27,9.166666666666666,27
The Netherlands,Amsterdam,2002-01-28,2002,1,28,10.944444444444446,28
The Netherlands,Amsterdam,2002-01-29,2002,1,29,10.166666666666664,29
The Netherlands,Amsterdam,2002-01-30,2002,1,30,10.111111111111112,30
The Netherlands,Amsterdam,2002-01-31,2002,1,31,8.61111111111111,31
The Netherlands,Amsterdam,2003-01-01,2003,1,1,4.111111111111111,1
The Netherlands,Amsterdam,2003-01-02,2003,1,2,8.944444444444445,2
The Netherlands,Amsterdam,2003-01-03,2003,1,3,4.333333333333332,3
The Netherlands,Amsterdam,2003-01-04,2003,1,4,-0.8888888888888897,4
The Netherlands,Amsterdam,2003-01-05,2003,1,5,-1.722222222222223,5
The Netherlands,Amsterdam,2003-01-06,2003,1,6,-0.3333333333333341,6
The Netherlands,Amsterdam,2003-01-07,2003,1,7,-3.6666666666666674,7
The Netherlands,Amsterdam,2003-01-08,2003,1,8,-4.666666666666666,8
The Netherlands,Amsterdam,2003-01-09,2003,1,9,-5.833333333333333,9
The Netherlands,Amsterdam,2003-01-10,2003,1,10,-3.7777777777777777,10
The Netherlands,Amsterdam,2003-01-11,2003,1,11,-3.944444444444445,11
The Netherlands,Amsterdam,2003-01-12,2003,1,12,1.888888888888888,12
The Netherlands,Amsterdam,2003-01-13,2003,1,13,6.833333333333332,13
The Netherlands,Amsterdam,2003-01-14,2003,1,14,8.0,14
The Netherlands,Amsterdam,2003-01-15,2003,1,15,6.611111111111111,15
The Netherlands,Amsterdam,2003-01-16,2003,1,16,6.111111111111111,16
The Netherlands,Amsterdam,2003-01-17,2003,1,17,3.4999999999999982,17
The Netherlands,Amsterdam,2003-01-18,2003,1,18,4.500000000000001,18
The Netherlands,Amsterdam,2003-01-19,2003,1,19,4.61111111111111,19
The Netherlands,Amsterdam,2003-01-20,2003,1,20,7.388888888888887,20
The Netherlands,Amsterdam,2003-01-21,2003,1,21,7.833333333333333,21
The Netherlands,Amsterdam,2003-01-22,2003,1,22,7.055555555555557,22
The Netherlands,Amsterdam,2003-01-23,2003,1,23,5.888888888888889,23
The Netherlands,Amsterdam,2003-01-24,2003,1,24,3.3888888888888897,24
The Netherlands,Amsterdam,2003-01-25,2003,1,25,5.38888888888889,25
The Netherlands,Amsterdam,2003-01-26,2003,1,26,6.555555555555554,26
The Netherlands,Amsterdam,2003-01-27,2003,1,27,8.833333333333334,27
The Netherlands,Amsterdam,2003-01-28,2003,1,28,6.222222222222224,28
The Netherlands,Amsterdam,2003-01-29,2003,1,29,4.444444444444445,29
The Netherlands,Amsterdam,2003-01-30,2003,1,30,0.777777777777777,30
The Netherlands,Amsterdam,2003-01-31,2003,1,31,-2.999999999999999,31
The Netherlands,Amsterdam,2004-01-01,2004,1,1,0.0,1
The Netherlands,Amsterdam,2004-01-02,2004,1,2,-1.3333333333333326,2
The Netherlands,Amsterdam,2004-01-03,2004,1,3,-3.555555555555555,3
The Netherlands,Amsterdam,2004-01-04,2004,1,4,3.277777777777777,4
The Netherlands,Amsterdam,2004-01-05,2004,1,5,4.888888888888888,5
The Netherlands,Amsterdam,2004-01-06,2004,1,6,7.000000000000001,6
The Netherlands,Amsterdam,2004-01-07,2004,1,7,5.666666666666668,7
The Netherlands,Amsterdam,2004-01-08,2004,1,8,5.777777777777777,8
The Netherlands,Amsterdam,2004-01-09,2004,1,9,6.0555555555555545,9
The Netherlands,Amsterdam,2004-01-10,2004,1,10,5.777777777777777,10
The Netherlands,Amsterdam,2004-01-11,2004,1,11,9.166666666666666,11
The Netherlands,Amsterdam,2004-01-12,2004,1,12,5.666666666666668,12
The Netherlands,Amsterdam,2004-01-13,2004,1,13,7.333333333333335,13
The Netherlands,Amsterdam,2004-01-14,2004,1,14,4.833333333333335,14
The Netherlands,Amsterdam,2004-01-15,2004,1,15,5.444444444444443,15
The Netherlands,Amsterdam,2004-01-16,2004,1,16,6.388888888888889,16
The Netherlands,Amsterdam,2004-01-17,2004,1,17,5.222222222222221,17
The Netherlands,Amsterdam,2004-01-18,2004,1,18,2.7777777777777777,18
The Netherlands,Amsterdam,2004-01-19,2004,1,19,6.944444444444445,19
The Netherlands,Amsterdam,2004-01-20,2004,1,20,4.555555555555557,20
The Netherlands,Amsterdam,2004-01-21,2004,1,21,2.2777777777777786,21
The Netherlands,Amsterdam,2004-01-22,2004,1,22,2.055555555555557,22
The Netherlands,Amsterdam,2004-01-23,2004,1,23,1.9444444444444444,23
The Netherlands,Amsterdam,2004-01-24,2004,1,24,3.4999999999999982,24
The Netherlands,Amsterdam,2004-01-25,2004,1,25,3.4999999999999982,25
The Netherlands,Amsterdam,2004-01-26,2004,1,26,0.2777777777777778,26
The Netherlands,Amsterdam,2004-01-27,2004,1,27,1.6111111111111105,27
The Netherlands,Amsterdam,2004-01-28,2004,1,28,1.222222222222224,28
The Netherlands,Amsterdam,2004-01-29,2004,1,29,2.166666666666666,29
The Netherlands,Amsterdam,2004-01-30,2004,1,30,3.555555555555555,30
The Netherlands,Amsterdam,2004-01-31,2004,1,31,6.833333333333332,31
The Netherlands,Amsterdam,2005-01-01,2005,1,1,6.833333333333332,1
The Netherlands,Amsterdam,2005-01-02,2005,1,2,6.4444444444444455,2
The Netherlands,Amsterdam,2005-01-03,2005,1,3,7.722222222222222,3
The Netherlands,Amsterdam,2005-01-04,2005,1,4,8.666666666666666,4
The Netherlands,Amsterdam,2005-01-05,2005,1,5,5.833333333333333,5
The Netherlands,Amsterdam,2005-01-06,2005,1,6,7.944444444444443,6
The Netherlands,Amsterdam,2005-01-07,2005,1,7,11.500000000000002,7
The Netherlands,Amsterdam,2005-01-08,2005,1,8,9.333333333333332,8
The Netherlands,Amsterdam,2005-01-09,2005,1,9,8.0,9
The Netherlands,Amsterdam,2005-01-10,2005,1,10,11.166666666666666,10
The Netherlands,Amsterdam,2005-01-11,2005,1,11,9.888888888888888,11
The Netherlands,Amsterdam,2005-01-12,2005,1,12,8.38888888888889,12
The Netherlands,Amsterdam,2005-01-13,2005,1,13,6.166666666666668,13
The Netherlands,Amsterdam,2005-01-14,2005,1,14,3.777777777777776,14
The Netherlands,Amsterdam,2005-01-15,2005,1,15,0.4999999999999992,15
The Netherlands,Amsterdam,2005-01-16,2005,1,16,1.222222222222224,16
The Netherlands,Amsterdam,2005-01-17,2005,1,17,6.555555555555554,17
The Netherlands,Amsterdam,2005-01-18,2005,1,18,5.222222222222221,18
The Netherlands,Amsterdam,2005-01-19,2005,1,19,5.777777777777777,19
The Netherlands,Amsterdam,2005-01-20,2005,1,20,9.444444444444445,20
The Netherlands,Amsterdam,2005-01-21,2005,1,21,6.0555555555555545,21
The Netherlands,Amsterdam,2005-01-22,2005,1,22,4.777777777777779,22
The Netherlands,Amsterdam,2005-01-23,2005,1,23,2.166666666666666,23
The Netherlands,Amsterdam,2005-01-24,2005,1,24,0.9999999999999984,24
The Netherlands,Amsterdam,2005-01-25,2005,1,25,0.0555555555555563,25
The Netherlands,Amsterdam,2005-01-26,2005,1,26,0.166666666666665,26
The Netherlands,Amsterdam,2005-01-27,2005,1,27,2.000000000000001,27
The Netherlands,Amsterdam,2005-01-28,2005,1,28,2.8888888888888906,28
The Netherlands,Amsterdam,2005-01-29,2005,1,29,2.055555555555557,29
The Netherlands,Amsterdam,2005-01-30,2005,1,30,6.166666666666668,30
The Netherlands,Amsterdam,2005-01-31,2005,1,31,6.666666666666667,31
The Netherlands,Amsterdam,2006-01-01,2006,1,1,3.722222222222224,1
The Netherlands,Amsterdam,2006-01-02,2006,1,2,2.722222222222221,2
The Netherlands,Amsterdam,2006-01-03,2006,1,3,0.6111111111111119,3
The Netherlands,Amsterdam,2006-01-04,2006,1,4,2.000000000000001,4
The Netherlands,Amsterdam,2006-01-05,2006,1,5,0.8888888888888897,5
The Netherlands,Amsterdam,2006-01-06,2006,1,6,1.9444444444444444,6
The Netherlands,Amsterdam,2006-01-07,2006,1,7,1.7777777777777797,7
The Netherlands,Amsterdam,2006-01-08,2006,1,8,2.055555555555557,8
The Netherlands,Amsterdam,2006-01-09,2006,1,9,0.0,9
The Netherlands,Amsterdam,2006-01-10,2006,1,10,3.111111111111112,10
The Netherlands,Amsterdam,2006-01-11,2006,1,11,4.27777777777778,11
The Netherlands,Amsterdam,2006-01-12,2006,1,12,0.9999999999999984,12
The Netherlands,Amsterdam,2006-01-13,2006,1,13,2.000000000000001,13
The Netherlands,Amsterdam,2006-01-14,2006,1,14,1.5000000000000016,14
The Netherlands,Amsterdam,2006-01-15,2006,1,15,-0.6111111111111119,15
The Netherlands,Amsterdam,2006-01-16,2006,1,16,0.6666666666666683,16
The Netherlands,Amsterdam,2006-01-17,2006,1,17,5.444444444444443,17
The Netherlands,Amsterdam,2006-01-18,2006,1,18,4.055555555555554,18
The Netherlands,Amsterdam,2006-01-19,2006,1,19,5.277777777777778,19
The Netherlands,Amsterdam,2006-01-20,2006,1,20,7.722222222222222,20
The Netherlands,Amsterdam,2006-01-21,2006,1,21,6.277777777777776,21
The Netherlands,Amsterdam,2006-01-22,2006,1,22,0.777777777777777,22
The Netherlands,Amsterdam,2006-01-23,2006,1,23,-2.444444444444444,23
The Netherlands,Amsterdam,2006-01-24,2006,1,24,-2.055555555555556,24
The Netherlands,Amsterdam,2006-01-25,2006,1,25,1.555555555555554,25
The Netherlands,Amsterdam,2006-01-26,2006,1,26,1.3888888888888888,26
The Netherlands,Amsterdam,2006-01-27,2006,1,27,-0.3888888888888885,27
The Netherlands,Amsterdam,2006-01-28,2006,1,28,-1.7777777777777777,28
The Netherlands,Amsterdam,2006-01-29,2006,1,29,0.9999999999999984,29
The Netherlands,Amsterdam,2006-01-30,2006,1,30,3.611111111111111,30
The Netherlands,Amsterdam,2006-01-31,2006,1,31,1.5000000000000016,31
The Netherlands,Amsterdam,2007-01-01,2007,1,1,8.499999999999998,1
The Netherlands,Amsterdam,2007-01-02,2007,1,2,6.388888888888889,2
The Netherlands,Amsterdam,2007-01-03,2007,1,3,7.000000000000001,3
The Netherlands,Amsterdam,2007-01-04,2007,1,4,9.666666666666666,4
The Netherlands,Amsterdam,2007-01-05,2007,1,5,9.27777777777778,5
The Netherlands,Amsterdam,2007-01-06,2007,1,6,7.444444444444445,6
The Netherlands,Amsterdam,2007-01-07,2007,1,7,7.944444444444443,7
The Netherlands,Amsterdam,2007-01-08,2007,1,8,9.27777777777778,8
The Netherlands,Amsterdam,2007-01-09,2007,1,9,12.77777777777778,9
The Netherlands,Amsterdam,2007-01-10,2007,1,10,10.444444444444445,10
The Netherlands,Amsterdam,2007-01-11,2007,1,11,8.38888888888889,11
